origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
LGA,2013,9,6,21,20.6,5.0,35.96,200.0,2.06,2.37,0.0,1021.0,16093.4,6/09/2013 22:00
LGA,2013,9,6,22,20.0,5.6,38.91,180.0,3.09,3.55,0.0,1020.8,16093.4,6/09/2013 23:00
LGA,2013,9,6,23,18.9,6.1,43.13,170.0,3.09,3.55,0.0,1021.2,16093.4,7/09/2013 0:00
LGA,2013,9,7,0,18.9,6.1,43.13,170.0,2.57,2.96,0.0,1021.2,16093.4,7/09/2013 1:00
LGA,2013,9,7,1,18.3,7.2,48.3,170.0,3.6,4.14,0.0,1020.9,16093.4,7/09/2013 2:00
LGA,2013,9,7,2,18.3,7.2,48.3,190.0,3.6,4.14,0.0,1020.7,16093.4,7/09/2013 3:00
LGA,2013,9,7,3,18.3,7.2,48.3,210.0,2.06,2.37,0.0,1020.3,16093.4,7/09/2013 4:00
LGA,2013,9,7,4,17.8,6.7,48.17,220.0,4.12,4.74,0.0,1020.2,16093.4,7/09/2013 5:00
LGA,2013,9,7,5,17.2,7.2,51.77,230.0,3.09,3.55,0.0,1020.1,16093.4,7/09/2013 6:00
LGA,2013,9,7,6,17.2,6.7,50.03,230.0,2.57,2.96,0.0,1020.2,16093.4,7/09/2013 7:00
LGA,2013,9,7,7,17.2,7.2,51.77,240.0,3.09,3.55,0.0,1019.9,16093.4,7/09/2013 8:00
LGA,2013,9,7,8,16.7,7.8,55.68,230.0,2.06,2.37,0.0,1019.8,16093.4,7/09/2013 9:00
LGA,2013,9,7,9,16.7,8.9,59.99,230.0,2.57,2.96,0.0,1019.5,16093.4,7/09/2013 10:00
LGA,2013,9,7,10,16.1,8.3,59.84,230.0,1.54,1.78,0.0,1019.3,16093.4,7/09/2013 11:00
LGA,2013,9,7,11,17.8,8.3,53.73,250.0,2.06,2.37,0.0,1019.2,16093.4,7/09/2013 12:00
LGA,2013,9,7,12,18.9,6.7,44.95,230.0,2.57,2.96,0.0,1019.0,16093.4,7/09/2013 13:00
LGA,2013,9,7,13,20.0,6.1,40.28,230.0,3.09,3.55,0.0,1018.7,16093.4,7/09/2013 14:00
LGA,2013,9,7,14,21.7,5.6,35.04,260.0,3.09,3.55,0.0,1018.7,16093.4,7/09/2013 15:00
LGA,2013,9,7,15,22.8,4.4,30.14,250.0,4.12,4.74,0.0,1018.3,16093.4,7/09/2013 16:00
LGA,2013,9,7,16,24.4,5.6,29.76,,2.06,2.37,0.0,1016.8,16093.4,7/09/2013 17:00
LGA,2013,9,7,17,25.6,4.4,25.48,280.0,2.57,2.96,0.0,1015.6,16093.4,7/09/2013 18:00
LGA,2013,9,7,18,25.6,5.6,27.7,230.0,3.6,4.14,0.0,1014.6,16093.4,7/09/2013 19:00
LGA,2013,9,7,19,25.6,5.0,26.57,210.0,4.63,5.33,0.0,1014.5,16093.4,7/09/2013 20:00
LGA,2013,9,7,20,24.4,10.0,40.16,160.0,6.69,7.7,0.0,1013.8,16093.4,7/09/2013 21:00
LGA,2013,9,7,21,23.3,10.6,44.66,170.0,6.69,7.7,0.0,1013.8,16093.4,7/09/2013 22:00
LGA,2013,9,7,22,22.2,11.1,49.36,180.0,5.14,5.92,0.0,1013.4,16093.4,7/09/2013 23:00
LGA,2013,9,7,23,21.7,11.7,52.95,190.0,3.6,4.14,0.0,1013.5,16093.4,8/09/2013 0:00
LGA,2013,9,8,0,22.2,12.2,53.08,190.0,3.6,4.14,0.0,1013.4,16093.4,8/09/2013 1:00
LGA,2013,9,8,1,21.7,12.2,54.73,190.0,3.09,3.55,0.0,1013.2,16093.4,8/09/2013 2:00
LGA,2013,9,8,2,22.2,11.7,51.36,190.0,3.6,4.14,0.0,1012.9,16093.4,8/09/2013 3:00
LGA,2013,9,8,3,22.2,11.7,51.36,200.0,3.6,4.14,0.0,1012.5,16093.4,8/09/2013 4:00
LGA,2013,9,8,4,21.7,11.7,52.95,210.0,3.09,3.55,0.0,1012.3,16093.4,8/09/2013 5:00
LGA,2013,9,8,5,22.2,11.1,49.36,220.0,4.63,5.33,0.0,1011.8,16093.4,8/09/2013 6:00
LGA,2013,9,8,6,21.7,12.8,56.93,230.0,2.57,2.96,0.0,1011.5,16093.4,8/09/2013 7:00
LGA,2013,9,8,7,21.7,12.2,54.73,260.0,2.57,2.96,0.0,1010.8,16093.4,8/09/2013 8:00
LGA,2013,9,8,8,21.1,12.2,56.78,220.0,2.57,2.96,0.0,1010.2,16093.4,8/09/2013 9:00
LGA,2013,9,8,9,21.1,12.2,56.78,240.0,2.57,2.96,0.0,1010.1,16093.4,8/09/2013 10:00
LGA,2013,9,8,10,21.1,12.8,59.06,240.0,3.6,4.14,0.0,1009.9,16093.4,8/09/2013 11:00
LGA,2013,9,8,11,21.7,12.2,54.73,270.0,3.6,4.14,0.0,1010.3,16093.4,8/09/2013 12:00
LGA,2013,9,8,12,22.2,13.3,57.05,320.0,4.12,4.74,0.0,1010.1,16093.4,8/09/2013 13:00
LGA,2013,9,8,13,22.8,14.4,59.08,320.0,4.12,4.74,0.0,1010.4,16093.4,8/09/2013 14:00
LGA,2013,9,8,14,24.4,15.0,55.77,320.0,5.14,5.92,0.0,1009.8,16093.4,8/09/2013 15:00
LGA,2013,9,8,15,26.1,16.1,54.08,330.0,4.12,4.74,0.0,1009.9,16093.4,8/09/2013 16:00
LGA,2013,9,8,16,25.6,16.1,55.7,310.0,6.17,7.1,0.0,1009.9,16093.4,8/09/2013 17:00
LGA,2013,9,8,17,26.1,15.0,50.39,310.0,4.63,5.33,0.0,1009.9,16093.4,8/09/2013 18:00
LGA,2013,9,8,18,26.7,14.4,46.79,320.0,6.69,7.7,0.0,1010.2,16093.4,8/09/2013 19:00
LGA,2013,9,8,19,26.7,12.8,42.16,330.0,7.72,8.88,0.0,1010.6,16093.4,8/09/2013 20:00
LGA,2013,9,8,20,25.6,11.1,40.23,340.0,8.23,9.47,0.0,1011.0,16093.4,8/09/2013 21:00
LGA,2013,9,8,21,25.6,5.0,26.57,350.0,7.72,8.88,0.0,1012.1,16093.4,8/09/2013 22:00
LGA,2013,9,8,22,24.4,6.7,32.1,340.0,6.69,7.7,0.0,1013.2,16093.4,8/09/2013 23:00
LGA,2013,9,8,23,22.8,6.1,33.92,330.0,6.17,7.1,0.0,1014.4,16093.4,9/09/2013 0:00
LGA,2013,9,9,0,21.1,6.7,39.22,20.0,5.66,6.51,0.0,1016.0,16093.4,9/09/2013 1:00
LGA,2013,9,9,1,20.0,6.7,41.98,30.0,5.66,6.51,0.0,1017.2,16093.4,9/09/2013 2:00
LGA,2013,9,9,2,18.9,6.1,43.13,10.0,5.14,5.92,0.0,1018.0,16093.4,9/09/2013 3:00
LGA,2013,9,9,3,18.3,5.6,43.26,360.0,5.66,6.51,0.0,1018.5,16093.4,9/09/2013 4:00
LGA,2013,9,9,4,17.2,5.0,44.47,20.0,5.14,5.92,0.0,1018.9,16093.4,9/09/2013 5:00
LGA,2013,9,9,5,16.7,5.0,45.91,30.0,3.6,4.14,0.0,1019.6,16093.4,9/09/2013 6:00
LGA,2013,9,9,6,16.1,6.1,51.48,30.0,3.6,4.14,0.0,1019.8,16093.4,9/09/2013 7:00
LGA,2013,9,9,7,15.6,7.2,57.33,30.0,3.09,3.55,0.0,1020.7,16093.4,9/09/2013 8:00
LGA,2013,9,9,8,16.1,6.7,53.65,90.0,3.6,4.14,0.0,1021.3,16093.4,9/09/2013 9:00
LGA,2013,9,9,9,15.0,7.2,59.58,20.0,1.54,1.78,0.0,1022.4,16093.4,9/09/2013 10:00
LGA,2013,9,9,10,15.0,7.2,59.58,30.0,3.09,3.55,0.0,1023.2,16093.4,9/09/2013 11:00
LGA,2013,9,9,11,15.6,7.8,59.72,40.0,4.12,4.74,0.0,1023.7,16093.4,9/09/2013 12:00
LGA,2013,9,9,12,17.2,7.8,53.94,60.0,4.12,4.74,0.0,1023.7,16093.4,9/09/2013 13:00
LGA,2013,9,9,13,17.8,7.8,51.93,50.0,3.6,4.14,0.0,1024.2,16093.4,9/09/2013 14:00
LGA,2013,9,9,14,19.4,7.8,46.98,30.0,3.6,4.14,0.0,1024.1,16093.4,9/09/2013 15:00
LGA,2013,9,9,15,20.0,7.2,43.44,50.0,3.09,3.55,0.0,1023.8,16093.4,9/09/2013 16:00
LGA,2013,9,9,16,22.2,4.4,31.26,190.0,3.09,3.55,0.0,1023.1,16093.4,9/09/2013 17:00
LGA,2013,9,9,17,21.1,6.7,39.22,,3.09,3.55,0.0,1022.8,16093.4,9/09/2013 18:00
LGA,2013,9,9,18,20.6,9.4,48.6,200.0,4.12,4.74,0.0,1022.7,16093.4,9/09/2013 19:00
LGA,2013,9,9,19,21.7,9.4,45.43,,2.57,2.96,0.0,1022.6,16093.4,9/09/2013 20:00
LGA,2013,9,9,20,22.2,9.4,44.06,,2.57,2.96,0.0,1022.2,16093.4,9/09/2013 21:00
LGA,2013,9,9,21,21.1,9.4,47.13,180.0,5.14,5.92,0.0,1021.8,16093.4,9/09/2013 22:00
LGA,2013,9,9,22,20.0,10.0,52.51,170.0,4.63,5.33,0.0,1021.8,16093.4,9/09/2013 23:00
LGA,2013,9,9,23,20.0,11.1,56.51,180.0,5.14,5.92,0.0,1021.4,16093.4,10/09/2013 0:00
LGA,2013,9,10,0,20.0,12.2,60.77,190.0,4.63,5.33,0.0,1021.8,16093.4,10/09/2013 1:00
LGA,2013,9,10,1,20.0,13.3,65.31,190.0,5.66,6.51,0.0,1021.5,16093.4,10/09/2013 2:00
LGA,2013,9,10,2,20.6,13.9,65.44,210.0,4.12,4.74,0.0,1021.5,16093.4,10/09/2013 3:00
LGA,2013,9,10,3,20.6,13.9,65.44,200.0,4.63,5.33,0.0,1021.4,16093.4,10/09/2013 4:00
LGA,2013,9,10,4,20.6,14.4,67.59,210.0,5.66,6.51,0.0,1021.2,16093.4,10/09/2013 5:00
LGA,2013,9,10,5,20.6,15.0,70.26,200.0,4.12,4.74,0.0,1021.0,16093.4,10/09/2013 6:00
LGA,2013,9,10,6,21.0,15.0,68.55,190.0,3.09,3.55,0.0,,16093.4,10/09/2013 7:00
LGA,2013,9,10,7,21.1,15.6,70.81,200.0,4.63,5.33,0.0,1020.5,16093.4,10/09/2013 8:00
LGA,2013,9,10,8,21.1,15.6,70.81,200.0,4.12,4.74,0.0,1020.5,16093.4,10/09/2013 9:00
LGA,2013,9,10,9,21.1,16.1,73.11,220.0,5.14,5.92,0.0,1020.6,16093.4,10/09/2013 10:00
LGA,2013,9,10,10,21.7,16.7,73.22,210.0,5.14,5.92,0.0,1020.9,16093.4,10/09/2013 11:00
LGA,2013,9,10,11,21.7,17.8,78.49,210.0,4.12,4.74,0.0,1020.6,16093.4,10/09/2013 12:00
LGA,2013,9,10,12,22.8,17.8,73.41,,2.57,2.96,0.0,1020.9,16093.4,10/09/2013 13:00
LGA,2013,9,10,13,23.3,18.3,73.49,220.0,5.14,5.92,0.0,1021.3,16093.4,10/09/2013 14:00
LGA,2013,9,10,14,25.0,18.9,68.9,230.0,4.12,4.74,0.0,1020.9,16093.4,10/09/2013 15:00
LGA,2013,9,10,15,25.6,18.9,66.48,210.0,3.6,4.14,0.0,1020.5,16093.4,10/09/2013 16:00
LGA,2013,9,10,16,26.0,19.0,65.33,210.0,5.14,5.92,0.0,,16093.4,10/09/2013 17:00
LGA,2013,9,10,17,27.0,19.0,61.58,240.0,4.12,4.74,0.0,,16093.4,10/09/2013 18:00
LGA,2013,9,10,18,27.8,20.0,62.53,180.0,5.14,5.92,0.0,1017.9,16093.4,10/09/2013 19:00
LGA,2013,9,10,19,30.0,20.0,55.04,250.0,4.12,4.74,0.0,1017.9,16093.4,10/09/2013 20:00
LGA,2013,9,10,20,30.0,20.6,57.12,170.0,5.66,6.51,0.0,1017.4,16093.4,10/09/2013 21:00
LGA,2013,9,10,21,30.6,20.6,55.19,200.0,5.14,5.92,0.0,1017.6,14484.06,10/09/2013 22:00
LGA,2013,9,10,22,29.4,20.6,59.14,220.0,4.12,4.74,0.0,1018.0,16093.4,10/09/2013 23:00
LGA,2013,9,10,23,27.2,20.6,67.22,160.0,3.09,3.55,0.0,1018.4,16093.4,11/09/2013 0:00
LGA,2013,9,11,0,26.7,20.6,69.23,170.0,3.09,3.55,0.0,1018.8,16093.4,11/09/2013 1:00
LGA,2013,9,11,1,27.2,21.1,69.32,190.0,3.09,3.55,0.0,1018.9,16093.4,11/09/2013 2:00
LGA,2013,9,11,2,26.7,21.1,71.39,180.0,2.57,2.96,0.0,1019.2,14484.06,11/09/2013 3:00
LGA,2013,9,11,3,26.7,21.1,71.39,210.0,4.12,4.74,0.0,1019.3,14484.06,11/09/2013 4:00
LGA,2013,9,11,4,26.7,21.1,71.39,230.0,4.12,4.74,0.0,1019.1,16093.4,11/09/2013 5:00
LGA,2013,9,11,5,26.1,21.1,73.97,220.0,4.12,4.74,0.0,1018.9,14484.06,11/09/2013 6:00
LGA,2013,9,11,6,26.1,21.1,73.97,230.0,4.12,4.74,0.0,1018.4,14484.06,11/09/2013 7:00
LGA,2013,9,11,7,26.1,21.1,73.97,220.0,4.12,4.74,0.0,1018.2,14484.06,11/09/2013 8:00
LGA,2013,9,11,8,25.6,21.1,76.19,210.0,2.57,2.96,0.0,1018.1,12874.72,11/09/2013 9:00
LGA,2013,9,11,9,25.6,21.1,76.19,210.0,3.6,4.14,0.0,1018.6,11265.38,11/09/2013 10:00
LGA,2013,9,11,10,25.0,21.7,81.92,220.0,3.6,4.14,0.0,1019.4,8046.7,11/09/2013 11:00
LGA,2013,9,11,11,25.6,21.7,79.05,220.0,3.09,3.55,0.0,1019.5,8046.7,11/09/2013 12:00
LGA,2013,9,11,12,27.8,21.7,69.43,230.0,2.06,2.37,0.0,1019.6,9656.04,11/09/2013 13:00
LGA,2013,9,11,13,28.9,21.7,65.13,230.0,1.54,1.78,0.0,1019.4,9656.04,11/09/2013 14:00
LGA,2013,9,11,14,31.1,21.7,57.39,240.0,2.57,2.96,0.0,1019.0,11265.38,11/09/2013 15:00
LGA,2013,9,11,15,32.2,21.7,53.91,250.0,3.09,3.55,0.0,1018.6,11265.38,11/09/2013 16:00
LGA,2013,9,11,16,33.9,21.7,48.99,,2.57,2.96,0.0,1018.1,12874.72,11/09/2013 17:00
LGA,2013,9,11,17,33.9,22.2,50.51,210.0,7.2,8.29,0.0,1017.2,14484.06,11/09/2013 18:00
LGA,2013,9,11,18,33.3,22.2,52.24,170.0,6.69,7.7,0.0,1016.7,12874.72,11/09/2013 19:00
LGA,2013,9,11,19,32.8,21.1,50.23,170.0,6.17,7.1,0.0,1015.9,16093.4,11/09/2013 20:00
LGA,2013,9,11,20,32.2,20.6,50.39,150.0,5.14,5.92,0.0,1015.2,16093.4,11/09/2013 21:00
LGA,2013,9,11,21,31.1,20.6,53.64,170.0,5.66,6.51,0.0,1015.0,14484.06,11/09/2013 22:00
LGA,2013,9,11,22,30.0,20.6,57.12,170.0,4.63,5.33,0.0,1015.6,14484.06,11/09/2013 23:00
LGA,2013,9,11,23,29.4,20.6,59.14,190.0,3.6,4.14,0.0,1016.2,14484.06,12/09/2013 0:00
LGA,2013,9,12,0,31.1,20.6,53.64,220.0,5.14,5.92,0.0,1016.4,16093.4,12/09/2013 1:00
LGA,2013,9,12,1,29.4,20.6,59.14,190.0,3.6,4.14,0.0,1016.1,16093.4,12/09/2013 2:00
LGA,2013,9,12,2,30.0,20.6,57.12,220.0,5.14,5.92,0.0,1016.1,16093.4,12/09/2013 3:00
LGA,2013,9,12,3,28.3,20.6,63.03,220.0,4.12,4.74,0.0,1015.6,16093.4,12/09/2013 4:00
LGA,2013,9,12,4,27.8,20.6,64.9,210.0,4.12,4.74,0.0,1014.8,14484.06,12/09/2013 5:00
LGA,2013,9,12,5,27.2,20.0,64.77,200.0,4.12,4.74,0.0,1014.0,14484.06,12/09/2013 6:00
LGA,2013,9,12,6,26.7,20.0,66.7,210.0,4.12,4.74,0.0,1013.9,14484.06,12/09/2013 7:00
LGA,2013,9,12,7,25.6,20.0,71.19,210.0,4.63,5.33,0.0,1013.8,14484.06,12/09/2013 8:00
LGA,2013,9,12,8,25.6,20.0,71.19,210.0,4.12,4.74,0.0,1013.5,12874.72,12/09/2013 9:00
LGA,2013,9,12,9,25.0,20.0,73.78,190.0,4.12,4.74,0.0,1013.5,12874.72,12/09/2013 10:00
LGA,2013,9,12,10,24.4,20.6,79.37,190.0,4.12,4.74,0.0,1013.3,9656.04,12/09/2013 11:00
LGA,2013,9,12,11,24.4,20.6,79.37,200.0,5.66,6.51,0.0,1013.3,9656.04,12/09/2013 12:00
LGA,2013,9,12,12,25.6,20.6,73.88,190.0,4.12,4.74,0.0,1012.7,11265.38,12/09/2013 13:00
LGA,2013,9,12,13,26.7,20.6,69.23,210.0,3.6,4.14,0.0,1012.2,11265.38,12/09/2013 14:00
LGA,2013,9,12,14,27.2,20.6,67.22,180.0,4.12,4.74,0.0,1011.7,11265.38,12/09/2013 15:00
LGA,2013,9,12,15,28.9,20.6,60.87,170.0,5.14,5.92,0.0,1010.9,12874.72,12/09/2013 16:00
LGA,2013,9,12,16,29.4,20.0,56.98,210.0,5.66,6.51,0.0,1010.7,14484.06,12/09/2013 17:00
LGA,2013,9,12,17,28.0,21.0,65.74,190.0,3.6,4.14,0.0,,11265.38,12/09/2013 18:00
LGA,2013,9,12,18,26.0,21.0,73.95,170.0,5.14,5.92,0.0,,14484.06,12/09/2013 19:00
LGA,2013,9,12,19,27.8,20.0,62.53,180.0,4.63,5.33,0.0,1007.0,16093.4,12/09/2013 20:00
LGA,2013,9,12,20,26.7,20.0,66.7,180.0,4.12,4.74,0.0,1006.3,14484.06,12/09/2013 21:00
LGA,2013,9,12,21,27.2,21.1,69.32,180.0,3.6,4.14,0.0,1005.7,12874.72,12/09/2013 22:00
LGA,2013,9,12,22,25.6,20.6,73.88,200.0,4.12,4.74,0.0,1005.0,12874.72,12/09/2013 23:00
LGA,2013,9,12,23,27.0,20.0,65.54,230.0,7.72,8.88,0.0,,16093.4,13/09/2013 0:00
LGA,2013,9,13,0,22.0,20.0,88.43,300.0,6.17,7.1,5.33,,4023.35,13/09/2013 1:00
LGA,2013,9,13,1,22.2,20.0,87.35,220.0,2.06,2.37,0.76,1006.0,16093.4,13/09/2013 2:00
LGA,2013,9,13,2,22.2,18.9,81.57,210.0,4.12,4.74,0.0,1005.9,16093.4,13/09/2013 3:00
LGA,2013,9,13,3,21.7,18.9,84.1,230.0,3.6,4.14,0.0,1005.8,14484.06,13/09/2013 4:00
LGA,2013,9,13,4,22.2,18.3,78.57,290.0,3.09,3.55,0.0,1005.1,16093.4,13/09/2013 5:00
LGA,2013,9,13,5,21.7,18.3,81.0,310.0,4.12,4.74,0.0,1004.1,16093.4,13/09/2013 6:00
LGA,2013,9,13,6,21.1,18.3,84.04,310.0,5.14,5.92,0.0,1003.8,16093.4,13/09/2013 7:00
LGA,2013,9,13,7,21.1,17.8,81.44,310.0,5.66,6.51,0.0,1003.7,16093.4,13/09/2013 8:00
LGA,2013,9,13,8,20.6,17.8,83.98,0.0,0.0,0.0,0.76,1003.8,14484.06,13/09/2013 9:00
LGA,2013,9,13,9,20.6,17.2,80.86,300.0,1.54,1.78,0.0,1003.9,16093.4,13/09/2013 10:00
LGA,2013,9,13,10,20.6,17.8,83.98,320.0,4.12,4.74,0.0,1004.2,16093.4,13/09/2013 11:00
LGA,2013,9,13,11,21.1,17.2,78.41,310.0,3.6,4.14,0.0,1004.5,16093.4,13/09/2013 12:00
LGA,2013,9,13,12,21.1,16.1,73.11,310.0,5.66,6.51,0.0,1004.6,16093.4,13/09/2013 13:00
LGA,2013,9,13,13,21.7,15.0,65.67,310.0,4.63,5.33,0.0,1004.5,16093.4,13/09/2013 14:00
LGA,2013,9,13,14,21.7,14.4,63.18,320.0,7.2,8.29,0.0,1004.8,16093.4,13/09/2013 15:00
LGA,2013,9,13,15,21.1,13.9,63.45,330.0,5.66,6.51,0.0,1004.8,16093.4,13/09/2013 16:00
LGA,2013,9,13,16,21.1,13.3,61.02,310.0,5.66,6.51,0.0,1004.8,16093.4,13/09/2013 17:00
LGA,2013,9,13,17,22.8,13.9,57.2,310.0,4.63,5.33,0.0,1004.3,16093.4,13/09/2013 18:00
LGA,2013,9,13,18,24.4,12.8,48.34,320.0,5.14,5.92,0.0,1004.1,16093.4,13/09/2013 19:00
LGA,2013,9,13,19,23.9,12.8,49.81,310.0,5.66,6.51,0.0,1004.1,16093.4,13/09/2013 20:00
LGA,2013,9,13,20,23.3,12.8,51.65,320.0,7.72,8.88,0.0,1004.9,16093.4,13/09/2013 21:00
LGA,2013,9,13,21,22.8,11.7,49.52,320.0,8.23,9.47,0.0,1005.6,16093.4,13/09/2013 22:00
LGA,2013,9,13,22,21.1,11.7,54.94,320.0,8.75,10.06,0.0,1006.9,16093.4,13/09/2013 23:00
LGA,2013,9,13,23,20.0,10.0,52.51,340.0,5.66,6.51,0.0,1008.1,16093.4,14/09/2013 0:00
LGA,2013,9,14,0,18.9,10.6,58.53,310.0,7.2,8.29,0.0,1009.0,16093.4,14/09/2013 1:00
LGA,2013,9,14,1,17.2,8.9,58.12,320.0,7.2,8.29,0.0,1010.0,16093.4,14/09/2013 2:00
LGA,2013,9,14,2,16.7,8.9,59.99,320.0,5.66,6.51,0.0,1010.3,16093.4,14/09/2013 3:00
LGA,2013,9,14,3,16.1,8.9,62.33,330.0,7.2,8.29,0.0,1010.6,16093.4,14/09/2013 4:00
LGA,2013,9,14,4,15.6,8.9,64.35,310.0,6.17,7.1,0.0,1010.9,16093.4,14/09/2013 5:00
LGA,2013,9,14,5,15.0,8.3,64.22,310.0,5.14,5.92,0.0,1011.4,16093.4,14/09/2013 6:00
LGA,2013,9,14,6,14.4,7.8,64.52,340.0,6.17,7.1,0.0,1011.8,16093.4,14/09/2013 7:00
LGA,2013,9,14,7,13.9,7.8,66.65,330.0,6.69,7.7,0.0,1011.9,16093.4,14/09/2013 8:00
LGA,2013,9,14,8,13.9,7.2,63.97,330.0,4.12,4.74,0.0,1012.5,16093.4,14/09/2013 9:00
LGA,2013,9,14,9,13.3,6.7,64.28,340.0,6.17,7.1,0.0,1013.0,16093.4,14/09/2013 10:00
LGA,2013,9,14,10,13.3,6.7,64.28,340.0,6.69,7.7,0.0,1013.8,16093.4,14/09/2013 11:00
LGA,2013,9,14,11,13.3,6.7,64.28,310.0,6.17,7.1,0.0,1014.3,16093.4,14/09/2013 12:00
LGA,2013,9,14,12,13.9,6.7,61.81,340.0,4.63,5.33,0.0,1014.4,16093.4,14/09/2013 13:00
LGA,2013,9,14,13,15.6,6.7,55.39,350.0,5.14,5.92,0.0,1015.1,16093.4,14/09/2013 14:00
LGA,2013,9,14,14,16.1,6.7,53.65,340.0,3.09,3.55,0.0,1015.1,16093.4,14/09/2013 15:00
LGA,2013,9,14,15,17.8,7.2,49.85,330.0,3.09,3.55,0.0,1015.3,16093.4,14/09/2013 16:00
LGA,2013,9,14,16,18.3,7.2,48.3,320.0,5.14,5.92,0.0,1015.3,16093.4,14/09/2013 17:00
LGA,2013,9,14,17,18.3,6.7,46.67,320.0,3.6,4.14,0.0,1015.3,16093.4,14/09/2013 18:00
LGA,2013,9,14,18,18.9,7.2,46.52,310.0,3.6,4.14,0.0,1015.5,16093.4,14/09/2013 19:00
LGA,2013,9,14,19,18.9,7.2,46.52,320.0,6.17,7.1,0.0,1015.6,16093.4,14/09/2013 20:00
LGA,2013,9,14,20,18.9,7.2,46.52,310.0,5.66,6.51,0.0,1016.2,16093.4,14/09/2013 21:00
LGA,2013,9,14,21,18.9,7.8,48.47,320.0,6.17,7.1,0.0,1016.6,16093.4,14/09/2013 22:00
LGA,2013,9,14,22,17.2,8.3,55.8,300.0,7.2,8.29,0.0,1017.5,16093.4,14/09/2013 23:00
LGA,2013,9,14,23,16.1,7.2,55.52,300.0,5.66,6.51,0.0,1018.2,16093.4,15/09/2013 0:00
LGA,2013,9,15,0,16.1,6.7,53.65,300.0,5.66,6.51,0.0,1019.0,16093.4,15/09/2013 1:00
LGA,2013,9,15,1,15.6,7.2,57.33,310.0,5.14,5.92,0.0,1019.3,16093.4,15/09/2013 2:00
LGA,2013,9,15,2,15.0,7.2,59.58,300.0,4.63,5.33,0.0,1019.5,16093.4,15/09/2013 3:00
LGA,2013,9,15,3,14.4,7.2,61.93,300.0,4.12,4.74,0.0,1020.0,16093.4,15/09/2013 4:00
LGA,2013,9,15,4,13.9,7.2,63.97,300.0,3.6,4.14,0.0,1020.2,16093.4,15/09/2013 5:00
LGA,2013,9,15,5,13.9,6.7,61.81,320.0,2.06,2.37,0.0,1020.3,16093.4,15/09/2013 6:00
LGA,2013,9,15,6,13.9,6.1,59.31,0.0,0.0,0.0,0.0,1020.4,16093.4,15/09/2013 7:00
LGA,2013,9,15,7,13.3,6.7,64.28,310.0,4.12,4.74,0.0,1020.8,16093.4,15/09/2013 8:00
LGA,2013,9,15,8,12.8,6.1,63.72,280.0,3.09,3.55,0.0,1020.9,16093.4,15/09/2013 9:00
LGA,2013,9,15,9,12.2,6.7,69.08,300.0,4.12,4.74,0.0,1021.5,16093.4,15/09/2013 10:00
LGA,2013,9,15,10,12.2,6.1,66.28,290.0,3.09,3.55,0.0,1022.2,16093.4,15/09/2013 11:00
LGA,2013,9,15,11,12.8,6.1,63.72,300.0,2.06,2.37,0.0,1022.4,16093.4,15/09/2013 12:00
LGA,2013,9,15,12,13.3,6.7,64.28,310.0,2.57,2.96,0.0,1023.0,16093.4,15/09/2013 13:00
LGA,2013,9,15,13,15.0,6.1,55.24,300.0,2.57,2.96,0.0,1023.3,16093.4,15/09/2013 14:00
LGA,2013,9,15,14,17.2,5.0,44.47,320.0,3.6,4.14,0.0,1022.9,16093.4,15/09/2013 15:00
LGA,2013,9,15,15,18.9,3.9,37.0,,2.06,2.37,0.0,1022.3,16093.4,15/09/2013 16:00
LGA,2013,9,15,16,20.0,3.3,33.12,270.0,2.57,2.96,0.0,1021.9,16093.4,15/09/2013 17:00
LGA,2013,9,15,17,20.6,3.3,31.92,230.0,3.6,4.14,0.0,1021.0,16093.4,15/09/2013 18:00
LGA,2013,9,15,18,21.1,2.2,28.63,260.0,3.6,4.14,0.0,1020.4,16093.4,15/09/2013 19:00
LGA,2013,9,15,19,22.2,2.8,27.93,260.0,3.6,4.14,0.0,1019.7,16093.4,15/09/2013 20:00
LGA,2013,9,15,20,22.2,3.3,28.94,190.0,3.6,4.14,0.0,1019.1,16093.4,15/09/2013 21:00
LGA,2013,9,15,21,21.1,7.8,42.29,180.0,4.63,5.33,0.0,1018.9,16093.4,15/09/2013 22:00
LGA,2013,9,15,22,19.4,10.6,56.73,190.0,5.66,6.51,0.0,1018.8,16093.4,15/09/2013 23:00
LGA,2013,9,15,23,19.4,12.2,63.08,170.0,2.57,2.96,0.0,1019.1,16093.4,16/09/2013 0:00
LGA,2013,9,16,0,18.9,12.2,65.07,180.0,2.57,2.96,0.0,1019.0,16093.4,16/09/2013 1:00
LGA,2013,9,16,1,18.9,12.2,65.07,210.0,2.57,2.96,0.0,1019.2,16093.4,16/09/2013 2:00
LGA,2013,9,16,2,19.4,10.0,54.51,210.0,3.09,3.55,0.0,1019.2,16093.4,16/09/2013 3:00
LGA,2013,9,16,3,18.3,10.6,60.77,220.0,3.6,4.14,0.0,1019.2,16093.4,16/09/2013 4:00
LGA,2013,9,16,4,18.3,11.1,62.83,200.0,4.12,4.74,0.0,1018.7,16093.4,16/09/2013 5:00
LGA,2013,9,16,5,17.8,11.7,67.46,200.0,2.06,2.37,0.0,1018.3,16093.4,16/09/2013 6:00
